"teenused_id";"teenuse_nimi";"vigane_url";"asutus";"haldusala";"õigusakti_pealkiri (olemasolul)";"vea_kirjeldus"
"MKM-044";"Teenuste kirjeldamine teenuste kataloogis";"http://www.riigiteenused.ee/en";"Majandus- ja Kommunikatsiooniministeerium";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"MKM-007";"Avalike teenuste pakkumise arendamiseks toetuse taotlemine";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Majandus- ja Kommunikatsiooniministeerium";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
