"teenused_id";"teenuse_nimi";"vigane_url";"asutus";"haldusala";"õigusakti_pealkiri (olemasolul)";"vea_kirjeldus"
"SIM-003";"Siseministeeriumi dokumendiregistrist andmete vaatamine";"http://adr.siseministeerium.ee/sisemin/";"Siseministeerium";"Siseministeeriumi haldusala";"pole";"vigane viide kanalile"
"SIM-002";"Eesti poolt isikule kehtestatud sissesõidukeelu kehtivuse kontrollimine";"https://vana.siseministeerium.ee/17115/";"Siseministeerium";"Siseministeeriumi haldusala";"pole";"vigane viide kanalile"
